TIME,OPEN,HIGH,LOW,CLOSE,VOLUME,RSI,EMA,BB_MIDDLE,BB_UPPER,BB_LOWER
2023-01-01 00:00:00,98.148,100.6382,99.6578,100.0,1303126,79.55435786111741,100.0,102.334335,106.17199136391193,98.49667863608806
2023-01-01 01:00:00,99.1539,100.9691,98.7389,100.5067,1359504,79.55435786111741,100.04825714285715,102.334335,106.17199136391193,98.49667863608806
2023-01-01 02:00:00,99.633,101.0697,99.8347,100.3873,877015,79.55435786111741,100.08054693877551,102.334335,106.17199136391193,98.49667863608806
2023-01-01 03:00:00,100.0234,102.1578,100.6442,101.0673,1243387,79.55435786111741,100.17452342079689,102.334335,106.17199136391193,98.49667863608806
2023-01-01 04:00:00,100.5275,104.4647,101.8573,102.6459,634907,79.55435786111741,100.40989261881623,102.334335,106.17199136391193,98.49667863608806
2023-01-01 05:00:00,103.4151,104.2371,100.4487,102.4542,1124549,79.55435786111741,100.60458855988135,102.334335,106.17199136391193,98.49667863608806
2023-01-01 06:00:00,103.4745,104.1941,101.8617,102.2732,949470,79.55435786111741,100.76350393513076,102.334335,106.17199136391193,98.49667863608806
2023-01-01 07:00:00,102.2321,105.5527,102.7141,103.9576,1317813,79.55435786111741,101.0677035603564,102.334335,106.17199136391193,98.49667863608806
2023-01-01 08:00:00,104.5154,106.6663,104.8011,104.8345,945785,79.55435786111741,101.4264460784177,102.334335,106.17199136391193,98.49667863608806
2023-01-01 09:00:00,104.2868,105.3116,103.8835,104.4316,618951,79.55435786111741,101.71265121380648,102.334335,106.17199136391193,98.49667863608806
2023-01-01 10:00:00,104.0061,105.8434,103.5998,105.098,810621,79.55435786111741,102.03506538392014,102.334335,106.17199136391193,98.49667863608806
2023-01-01 11:00:00,106.1232,104.8094,102.6642,104.7212,1050338,79.55435786111741,102.2908877283087,102.334335,106.17199136391193,98.49667863608806
2023-01-01 12:00:00,104.1311,105.1563,103.6856,104.3542,1481026,79.55435786111741,102.48739365894598,102.334335,106.17199136391193,98.49667863608806
2023-01-01 13:00:00,104.1822,106.385,102.8304,104.7378,1452670,79.55435786111741,102.70171807237969,102.334335,106.17199136391193,98.49667863608806
2023-01-01 14:00:00,104.9754,104.8194,101.7797,102.8756,800460,64.55616749007865,102.71827825596259,102.334335,106.17199136391193,98.49667863608806
2023-01-01 15:00:00,103.7865,103.2596,99.6965,101.2524,1430348,53.39136445911899,102.57867080301378,102.334335,106.17199136391193,98.49667863608806
2023-01-01 16:00:00,100.707,102.0695,99.861,100.8438,685718,52.022901101628094,102.41344501225056,102.334335,106.17199136391193,98.49667863608806
2023-01-01 17:00:00,101.4077,100.4339,98.366,99.993,968721,45.31041286526217,102.18292643965528,102.334335,106.17199136391193,98.49667863608806
2023-01-01 18:00:00,100.7605,100.6035,100.4251,100.4872,1466477,39.591309295350875,102.02142868349763,102.334335,106.17199136391193,98.49667863608806
2023-01-01 19:00:00,100.2787,101.7504,98.1169,99.7652,1322667,37.665137614678855,101.80654976125976,102.334335,106.17199136391193,98.49667863608806
2023-01-01 20:00:00,100.3954,99.9279,96.8882,98.556,857169,34.41843698127124,101.49697359352074,102.262135,106.33201328411043,98.19225671588957
2023-01-01 21:00:00,98.7392,100.6574,99.2809,100.2089,1240851,34.244790572175475,101.37429991794734,102.24724499999999,106.3462399117083,98.14825008829169
2023-01-01 22:00:00,99.7391,100.3862,99.9573,100.2029,658787,28.996535398791877,101.26273802099998,102.238025,106.35542345092556,98.12062654907443
2023-01-01 23:00:00,100.9286,102.2872,100.4117,100.5008,1365021,32.00314995238439,101.19017249519045,102.2097,106.36859446544834,98.05080553455166
2023-01-02 00:00:00,99.6706,100.611,98.4175,99.3096,941358,24.71342699377925,101.01107035279136,102.042885,106.39142812604263,97.69434187395737
2023-01-02 01:00:00,99.7534,99.756,97.552,99.0179,1069295,24.89855200035207,100.82124460490647,101.87107,106.4181946230187,97.3239453769813
2023-01-02 02:00:00,99.3809,99.5473,97.8361,99.3862,576440,28.137266982344343,100.68457369015347,101.72672,106.40159704385448,97.05184295614552
2023-01-02 03:00:00,99.3476,100.1883,97.5165,98.5112,1184375,23.734518948469685,100.47758571966267,101.45439999999999,106.21583140087755,96.69296859912244
2023-01-02 04:00:00,98.862,100.7941,97.8652,99.1586,1097713,32.53026770943005,100.35196803207576,101.170605,105.75715667498008,96.58405332501991
2023-01-02 05:00:00,99.7485,99.3794,98.6115,98.8514,1262631,37.122414828799506,100.20905679092569,100.89159500000001,105.31904190858234,96.46414809141768
2023-01-02 06:00:00,99.2634,100.5426,98.5984,98.8608,1391240,38.88851533082305,100.0806513822661,100.579735,104.62151707765614,96.53795292234386
2023-01-02 07:00:00,99.0953,99.9486,97.9429,98.5735,1318677,41.50986279411945,99.93711315538361,100.27234999999999,103.90203889459934,96.64266110540063
2023-01-02 08:00:00,99.3066,101.0357,100.4763,100.7162,604371,51.1440618692672,100.01131190248994,100.09045,103.18384868242357,96.99705131757644
2023-01-02 09:00:00,100.3841,102.703,99.274,101.0343,1324048,56.60693647636999,100.10873934034804,99.905275,102.15591202689724,97.65463797310277
2023-01-02 10:00:00,101.7054,100.6306,99.9429,100.3081,1145882,59.60444234922649,100.1277260698387,99.7769,101.55810762937564,97.99569237062435
2023-01-02 11:00:00,100.5427,101.4969,100.0369,101.4839,1619853,57.37488720760741,100.25688549175882,99.78847499999999,101.61254777541183,97.96440222458816
2023-01-02 12:00:00,101.7559,101.8801,99.1194,100.6088,1157224,52.13332912869352,100.29040115921036,99.776725,101.57501998648573,97.97843001351427
2023-01-02 13:00:00,101.134,102.7689,99.3833,101.1906,1047087,53.52039358183972,100.37613438214271,99.836605,101.74180085563125,97.93140914436876
2023-01-02 14:00:00,101.459,101.509,98.28,99.5909,1695696,51.378151425183965,100.30135015527198,99.79179,101.67458427492302,97.90899572507699
2023-01-02 15:00:00,99.9651,98.8592,98.5331,98.657,642145,48.33654440029868,100.1447453785794,99.73638,101.68649356171315,97.78626643828684
2023-01-02 16:00:00,97.8033,99.8445,98.6679,99.2471,1241928,49.37170835704672,100.05925534252422,99.770935,101.65640273789164,97.88546726210835
2023-01-02 17:00:00,98.3455,101.0822,99.6266,100.3877,1656350,58.277240125978075,100.09053578609334,99.779875,101.67575324711753,97.88399675288248
2023-01-02 18:00:00,100.8889,102.9471,100.9181,100.981,635833,58.07715491259786,100.1753419017035,99.81878,101.78194941339328,97.85561058660673
2023-01-02 19:00:00,100.0158,102.8336,99.3213,101.2974,929145,60.832211436264394,100.28220457773175,99.85861,101.91036659980438,97.80685340019562
2023-01-02 20:00:00,101.6688,102.4281,100.971,101.4368,967483,61.278063815628165,100.39216604651921,99.96497000000001,102.11508001637709,97.81485998362292
2023-01-02 21:00:00,101.287,100.9414,100.3863,100.392,1035454,57.466394041665616,100.392150232565,100.03367499999999,102.14380732997336,97.92354267002662
2023-01-02 22:00:00,100.7809,100.4585,99.7199,100.1308,767266,47.15725884775259,100.36725973422547,100.07090500000001,102.1590981534725,97.98271184652752
2023-01-02 23:00:00,100.4402,100.305,99.5001,100.14,796369,45.522903629536934,100.34561595001352,100.152345,102.10720725275901,98.19748274724098
2023-01-03 00:00:00,100.0045,103.6128,99.9528,101.6792,1685360,56.347391324475694,100.47262395477415,100.278375,102.28772924963476,98.26902075036523
2023-01-03 01:00:00,101.4709,103.3857,101.7839,102.5251,854646,54.97201688537422,100.66809786384329,100.46206,102.59030901431822,98.33381098568177
2023-01-03 02:00:00,103.3332,103.2197,100.0317,101.2276,878697,52.840356192049896,100.7213837815725,100.5804,102.59386985966731,98.56693014033269
2023-01-03 03:00:00,101.5346,102.5057,100.0928,102.0706,914377,53.94470244392244,100.84988056427989,100.755255,102.63804979662811,98.8724602033719
2023-01-03 04:00:00,103.0264,103.9731,101.1294,102.2062,740099,63.494700777081675,100.97905384387226,100.829755,102.82084374049495,98.83866625950506
2023-01-03 05:00:00,102.76,103.8267,101.5978,102.0538,1437203,69.0647239745863,101.08141062064632,100.88073,102.94473437382224,98.81672562617776
2023-01-03 06:00:00,101.3012,104.7982,102.4554,103.227,633767,70.96515903368201,101.28575246629904,101.026675,103.32021837204974,98.73313162795026
2023-01-03 07:00:00,103.8393,106.7869,104.0518,104.8557,1077602,72.38521814064406,101.62574746950865,101.19526499999999,104.05590705842339,98.3346229415766
2023-01-03 08:00:00,105.2449,106.664,104.5525,106.4143,1033678,74.82069601922316,102.08180009146021,101.48554,105.15847774025501,97.81260225974499
2023-01-03 09:00:00,105.4869,106.5466,105.042,106.121,1147018,72.08203625709572,102.46648579703543,101.73205999999999,105.94394288706084,97.52017711293914
2023-01-03 10:00:00,105.7185,106.9743,105.9711,106.4019,1016965,72.43910155014228,102.84128714969873,102.07261,106.6418009070253,97.5034190929747
2023-01-03 11:00:00,106.1731,107.4003,105.3834,107.3753,1090898,81.76508583437193,103.27309789734647,102.508525,107.36043386271643,97.65661613728358
2023-01-03 12:00:00,107.794,110.3679,107.5141,109.0592,1519750,85.95869446144924,103.82415524045634,102.99913,108.41412725930837,97.58413274069162
2023-01-03 13:00:00,109.0166,110.895,107.0946,109.1919,614658,86.09699879569,104.33536902707954,103.43933999999999,109.36760529181235,97.51107470818762
2023-01-03 14:00:00,108.4112,110.187,109.6269,109.6562,1113597,84.79334228937313,104.84211483402434,103.8731,110.29311020592746,97.45308979407253
2023-01-03 15:00:00,109.787,110.4724,108.4739,109.1233,540589,79.58727938011194,105.24984675459346,104.26439500000001,110.97097710024048,97.55781289975954
2023-01-03 16:00:00,108.2238,109.2148,107.4597,108.5064,872835,84.76093144090622,105.55999468272742,104.617875,111.44116340612507,97.79458659387493
2023-01-03 17:00:00,108.2827,110.1572,108.0554,110.0841,737974,85.76018563969834,105.990861855801,105.10248000000001,112.03784722834513,98.1671127716549
2023-01-03 18:00:00,110.7459,113.5671,111.5951,112.2925,797932,87.98324960647119,106.59101786953424,105.710565,112.937054306281,98.484075693719
2023-01-03 19:00:00,112.5989,113.3286,110.9274,112.9502,1244116,89.5295517536604,107.19665426291193,106.35107500000001,113.76700750490949,98.93514249509053
2023-01-03 20:00:00,111.9381,114.9097,114.6906,114.8371,1310976,90.04504597724936,107.92431576168224,107.00897,114.99265004477061,99.0252899552294
2023-01-03 21:00:00,115.3288,117.6732,115.7283,116.0278,1380616,89.73488970928206,108.69607616533156,107.684105,116.32767891421089,99.04053108578911
2023-01-03 22:00:00,115.0534,116.8609,115.643,116.0728,1518406,88.49633709853563,109.39862129244284,108.42636499999999,117.28245129713018,99.5702787028698
2023-01-03 23:00:00,115.9622,118.5824,116.8692,117.2978,1275293,91.46804784660593,110.1509240264959,109.187725,118.35582743372478,100.01962256627522
2023-01-04 00:00:00,116.3163,121.1887,119.2823,119.9261,734254,92.73373020387012,111.08189316682962,110.07372000000001,119.80839215280179,100.33904784719823
2023-01-04 01:00:00,120.8179,121.3314,118.7053,120.7347,724162,92.65725780701194,112.00120810332203,111.00776499999999,121.08135554417504,100.93417445582494
2023-01-04 02:00:00,119.9671,125.9024,121.8544,123.4922,1668657,93.12838411245114,113.09558828395802,112.02102500000001,122.8479283564547,101.19412164354532
2023-01-04 03:00:00,123.6289,122.7503,119.9383,121.1542,1463255,81.58296326414231,113.86307511405725,112.83595,123.84403000363035,101.82786999636964
2023-01-04 04:00:00,122.3047,123.6073,123.0361,123.0451,1219967,82.87313707677579,114.73755367462323,113.66749000000002,125.13602498704452,102.19895501295551
2023-01-04 05:00:00,121.9923,124.5665,123.2778,124.0713,621085,85.83311758670618,115.62648189608768,114.565005,126.35200709865049,102.77800290134951
2023-01-04 06:00:00,124.9851,125.2806,123.2987,124.6382,1261232,88.76382894875962,116.48474076312695,115.47682,127.42529341169188,103.52834658830812
2023-01-04 07:00:00,124.2542,127.5738,124.2621,125.7065,972850,88.4818507862689,117.36300354759105,116.39338000000001,128.53594248037905,104.25081751962097
2023-01-04 08:00:00,126.6293,126.6343,121.7973,124.1813,1287199,80.30506953790935,118.01236511448712,117.149485,129.25234476023473,105.04662523976525
2023-01-04 09:00:00,124.1482,125.9799,124.1982,124.8844,1454862,80.35054881336275,118.6668446273931,117.93411,129.89870066533697,105.96951933466305
2023-01-04 10:00:00,124.327,128.5989,124.8623,126.3234,1267753,79.89246696195744,119.39604037716519,118.76746999999997,130.62571968394377,106.90922031605616
2023-01-04 11:00:00,126.634,131.5632,127.1658,129.2055,1361339,81.51941485163195,120.33027462695898,119.77158,131.59228996079682,107.95087003920318
2023-01-04 12:00:00,129.7632,131.4835,127.3328,129.5835,1428551,81.80919240385926,121.21153418629622,120.825435,132.16582309626057,109.48504690373943
